"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"77","at","fast","lunch","zipper","jacket","friend","run","elephant","beach","face","park","belly button","mop","tongue","cereal","water (not beverage)","pen","clown","fine","eye","bib","book","nurse","trash","glasses","lemme","box","cry","bathtub","high","splash","car","water (beverage)","chalk","yum yum","picture","leg","bat","dump","face","lick","stick","glue","dance","person","climb","plate","soft","blow","shovel"
"78","horse","cake","table","tractor","grapes","slide (object)","share","bubbles","doctor","put","shoe","bath","moon","vitamins","radio","boy","clown","thirsty","potato chip","mad","sock","woof woof","dog","duck","listen","soap","tricycle","tongue","are","snack","park","put","boots","farm","glasses","drink (action)","what","orange (food)","clap","oven","daddy","toe","so","game","dish","balloon","around","playground","bug","lamp"
"79","chin","bunny","clock","beach","chicken (food)","rooster","yogurt","food","toast","arm","telephone","glasses","all","money","light","banana","ant","camera","close","hen","woods","nails","big","sprinkler","water (not beverage)","tired","butterfly","door","owl","gloves","hungry","glass","hurry","drawer","stuck","grandpa","button","plate","dance","go","big","give","roof","rock (object)","shirt","fish (food)","like","lawn mower","tape","pony"
"80","gas station","apple","hammer","play","knife","hamburger","sandbox","happy","sticky","teacher","high","sweater","moose","up","grass","blue","closet","lips","red","shopping","bowl","fireman","pajamas","leg","hat","roof","dryer","tree","tonight","moon","water (beverage)","why","drawer","camera","stone","tooth","blow","fireman","scarf","hot","strawberry","us","then","pig","bad","fall","moon","pretend","snack","fireman"
"81","cat","cow","rock (object)","button","snowsuit","crib","ear","corn","shorts","balloon","donut","behind","dryer","hose","goose","boots","balloon","bowl","french fries","pour","closet","doctor","shopping","applesauce","soup","noodles","too","tape","dryer","light","tree","cake","call on phone","little (description)","jump","vacuum","beach","tiger","camera","teacher","skate","medicine","bottle","cheese","dark","shower","feed","bathtub","fall","mittens"
"82","bathroom","hold","shoulder","give","penny","bump","giraffe","hair","girl","leg","buy","cup","grandpa","sink","boots","room","babysitter","will","cook","donut","picnic","other","bubbles","no","hand","stuck","drawer","yard","juice","crib","sandwich","lady","give","money","sweater","ladder","coke","keys","sad","potty","bottle","squirrel","horse","lady","carry","shirt","dish","red","toe","dark"
"83","purse","dry (action)","brother","spill","after","coffee","egg","morning","glass","nails","giraffe","moo","gloves","dish","gloves","finish","lamb","cow","bump","snow","uncle","nap","firetruck","beans","country","mouth","bus","girl","belly button","car","sky","garbage","crayon","tree","shoe","splash","potty","store","eat","police","lion","juice","them","bug","tummy","lips","man","touch","penguin","keys"
"84","wish","window","outside","basket","sheep","fish (food)","chicken (food)","glasses","giraffe","sandbox","coat","roof","hammer","white","stairs","nuts","crib","window","next to","tuna","sandbox","was","ice","bee","zoo","penis","food","beach","doll","donut","outside","apple","vagina","tape","car","house","peanut butter","chair","bicycle","sky","tooth","draw","climb","melon","refrigerator","cheek","lady","ear","moon","garden"
"85","shopping","tray","asleep","ball","book","boat","yellow","basement","banana","giraffe","by","paper","radio","giraffe","puppy","underpants","cloud","soap","none","first","sweater","next to","stick","cloud","stove","soup","fish (animal)","towel","toast","home","picnic","lamb","write","when (question)","bird","walker","pants","pen","swing (action)","soap","babysitter","beach","puppy","country","wet (description)","squirrel","yogurt","pancake","circus","telephone"
"86","toe","mop","plate","girl","rock (object)","brother","bicycle","show","yum yum","bee","bee","meat","lion","tricycle","soda","pull","drawer","gonna","would","bowl","give","glass","wipe","kitty","basement","banana","snowsuit","spaghetti","bird","climb","door","tray","watch (object)","bathtub","egg","dance","helicopter","doctor","kiss","pen","snowman","napkin","cheerios","plant","jar","lady","turtle","medicine","fireman","friend"
"87","school","scissors","money","friend","hurt (description)","school","refrigerator","coke","tractor","money","couch","cloud","yard","lady","penguin","to","arm","turkey","melon","asleep","knife","yourself","slipper","washing machine","time","tricycle","teacher","love","crib","brush (object)","sofa","tired","pattycake","stone","awake","nap","cheerios","write","head","sheep","farm","church","dress (object)","cloud","sky","hat","child","zebra","bathroom","napkin"
"88","take","fit","slide (object)","pizza","butter","bubbles","underpants","hand","store","drawer","crib","bowl","belly button","give","sky","bedroom","spaghetti","cup","button","towel","car","bicycle","bathtub","hand","slipper","bicycle","grandma","hold","strawberry","knife","mouth","airplane","wash","grandpa","knee","tree","kitchen","dryer","melon","jello","bib","tights","dog","cowboy","no","wake","put","dry (action)","butterfly","country"
"89","store","dish","same","couch","show","vacuum","stove","hit","kick","cook","yellow","there","room","cookie","zoo","spaghetti","star","sing","slide (object)","pancake","firetruck","police","box","bedroom","sandbox","people","same","belly button","french fries","bed","snack","brown","yard","rip","bowl","beads","tree","coat","touch","cheerios","cowboy","high","animal","garage","fish (food)","morning","fireman","yum yum","bee","kiss"
"90","firetruck","basket","are","walk","penis","story","donut","ice cream","water (beverage)","police","say","nose","book","fast","tree","say","hammer","frog","face","dry (action)","knock","tree","leg","pillow","present","tv","me","lion","play pen","teacher","write","mailman","coat","bee","pen","stroller","telephone","flower","light","basket","ankle","yesterday","moose","man","hair","try","sauce","horse","tiger","woods"
"91","crayon","radio","wind","tree","hamburger","coke","car","vacuum","house","walk","rain","drive","swing (action)","story","firetruck","jump","ankle","park","it","elephant","shower","dinner","sprinkler","monkey","cow","sock","popsicle","dog","scared","sprinkler","porch","animal","then","ear","water (beverage)","motorcycle","chair","kitchen","who","tuna","aunt","butt","diaper","here","puzzle","friend","make","roof","ball","train"
"92","pillow","mouse","teacher","chicken (food)","vitamins","tray","blow","finger","drive","draw","green","bus","buy","mine","butt","belt","have","mop","popcorn","brush (object)","sofa","above","hat","zebra","chicken (food)","back (location)","find","truck","cereal","head","toy (object)","bucket","couch","fish (food)","food","garden","coat","oven","bathroom","ankle","shopping","put","hamburger","couch","bench","hello","toy (object)","play","telephone","pour"
"93","movie","banana","touch","bicycle","it","chair","taste","stroller","orange (food)","bicycle","slide (object)","book","ankle","uh oh","bib","balloon","garage","cowboy","motorcycle","diaper","say","penny","purse","shoulder","lunch","butt","sing","tomorrow","oven","pencil","table","soft","ride","nurse","hear","bedroom","rain","cheerios","playground","pillow","knife","much","pretty","baby","peanut butter","toast","bus","moon","porch","person"
"94","farm","take","blue","refrigerator","muffin","out","stairs","jello","tongue","baby","frog","lunch","spaghetti","melon","this","by","door","present","snow","crib","nose","fish (animal)","porch","bib","cracker","dog","ball","toothbrush","jar","elephant","penis","moon","owl","spoon","diaper","draw","money","ball","tape","around","pretty","shoulder","tree","cup","pour","sweater","shoulder","coke","tongue","gloves"
"95","stove","jacket","brush (object)","sidewalk","dinner","where (question)","hammer","catch","little (description)","plate","play dough","hand","banana","spaghetti","hen","scarf","cook","hear","roof","doctor","alligator","couch","high","picnic","puppy","grrr","hose","pen","necklace","play dough","walker","tear","dry (action)","kitchen","help","bug","flag","sauce","fish (food)","purse","pig","mouth","knife","knee","help","bottle","stop","eye","but","firetruck"
"96","tray","sister","me","movie","bathtub","light","loud","carrots","bathroom","cloud","call on phone","stroller","keys","glass","bicycle","sock","bottle","grapes","sauce","shovel","bug","paper","sun","tissue","party","put","friend","pudding","water (beverage)","pen","read","rip","hit","popsicle","coke","mouse","kick","pickle","wet (description)","picture","cloud","tray","share","tissue","belly button","have","paper","face","sky","child"
"97","soap","bee","home","moon","go","penis","close","teddybear","stove","awake","airplane","snowman","basket","zebra","table","penis","ball","awake","couch","paper","thirsty","carry","washing machine","sheep","up","fine","nose","bus","chase","touch","hand","wanna","cereal","above","bear","hate","kitty","penny","friend","better","peas","soup","have","fish (food)","around","new","sink","stove","lunch","rock (object)"
"98","water (not beverage)","church","lamp","elephant","party","noodles","same","call on phone","bowl","truck","into","bunny","ladder","jacket","noodles","cereal","moon","couch","friend","popsicle","shovel","circus","juice","spoon","chocolate","write","spoon","necklace","next to","kiss","pants","monkey","spoon","sandwich","cold","cloud","cook","beach","jump","ladder","share","firetruck","monkey","pancake","hose","boat","slide (object)","scissors","sock","dish"
"99","nap","necklace","brown","cowboy","cloud","dark","yard","cry","camera","man","flower","towel","clap","train","alligator","keys","frog","belly button","paper","pants","read","tiny","paper","hair","myself","breakfast","snowman","soft","bubbles","ball","playground","motorcycle","beads","are","orange (description)","jacket","thirsty","mailman","ladder","crib","donkey","hen","potato chip","fork","tractor","cookie","strawberry","brush (object)","radio","her"
"100","sister","child","button","corn","morning","outside","white","kitchen","story","sweep","jump","hide","donut","hurry","hungry","bowl","hat","pool","hen","bib","comb (object)","playground","bat","sister","plant","break","toy (object)","cowboy","chicken (animal)","first","dark","brush (object)","crib","swing (action)","nap","towel","butter","police","giraffe","penguin","bed","toast","sofa","meat","park","cheerios","night","brother","water (not beverage)","teacher"
"101","bus","melon","food","motorcycle","belly button","finish","doll","teacher","gas station","penny","smile","firetruck","mittens","butter","soup","flag","dog","foot","tomorrow","of","take","juice","basket","egg","soap","head","why","closet","butter","garage","turtle","garden","garden","jeans","monkey","farm","orange (food)","cowboy","moose","hair","nuts","zoo","baa baa","zipper","fish (animal)","sun","lamp","nap","dark","playground"
